time_value,hospital admission (percentage of new admissions that are covid),hospital admission-adj (percentage of new admissions that are covid),confirmed cases,total confirmed cases,death cases,total death cases
2021-02-26,3.628675039999999,3.7002813199999998,62391.0,28073493.0,2036.0,503261.0
2021-02-27,3.52950802,3.6346078399999993,79284.0,28152777.0,1840.0,505101.0
2021-02-28,3.5229238999999994,3.5937598999999993,52753.0,28205530.0,1085.0,506186.0
2021-03-01,3.5323346999999994,3.530736280000001,76441.0,28281971.0,1327.0,507513.0
2021-03-02,3.6855161999999995,3.6363972600000007,54224.0,28336195.0,1937.0,509450.0
2021-03-03,3.602513159999999,3.56928344,67729.0,28403924.0,2775.0,512225.0
2021-03-04,3.4704465799999995,3.4743504400000007,64028.0,28467952.0,1949.0,514174.0
2021-03-05,3.3230934200000006,3.3596666200000005,64661.0,28532613.0,1706.0,515880.0
2021-03-06,3.19033114,3.254049580000002,53404.0,28586017.0,1444.0,517324.0
2021-03-07,3.1403689600000013,3.176124880000001,41544.0,28627561.0,729.0,518053.0
2021-03-08,3.199657734693877,3.1714724081632646,42533.0,28670094.0,887.0,518940.0
2021-03-09,3.176435775510205,3.1154531224489803,53805.0,28723899.0,2340.0,521280.0
2021-03-10,3.07563312244898,3.036695000000001,56404.0,28780303.0,1642.0,522922.0
2021-03-11,2.9796110408163266,2.9824910204081636,56901.0,28837204.0,1580.0,524502.0
2021-03-12,2.8966232244897956,2.9365979183673465,56979.0,28894183.0,1620.0,526122.0
2021-03-13,2.8013426938775505,2.869184510204082,55957.0,28950140.0,655.0,526777.0
2021-03-14,2.7802236530612245,2.8216261020408164,42872.0,28993012.0,518.0,527295.0
2021-03-15,2.7880514285714284,2.773588204081633,47095.0,29040107.0,625.0,527920.0
2021-03-16,2.759000020408164,2.717471530612245,54618.0,29094725.0,1261.0,529181.0
2021-03-17,2.708892081632653,2.691838612244898,57028.0,29151753.0,1196.0,530377.0
2021-03-18,2.7124827959183677,2.7369607959183684,55537.0,29207290.0,1651.0,532028.0
2021-03-19,2.705881040816327,2.7618982244897965,55899.0,29263189.0,1355.0,533383.0
2021-03-20,2.709602938775511,2.7960331020408167,46750.0,29309939.0,594.0,533977.0
2021-03-21,2.7840970612244904,2.8384465918367345,36711.0,29346650.0,951.0,534928.0
2021-03-22,2.865559306122449,2.8604456326530605,45942.0,29392592.0,452.0,535380.0
2021-03-23,2.935536102040816,2.898809387755102,52695.0,29445287.0,1015.0,536395.0
2021-03-24,2.954295142857143,2.938223775510205,99034.0,29544321.0,1524.0,537919.0
2021-03-25,2.956419693877551,2.978489775510203,60994.0,29605315.0,1247.0,539166.0
2021-03-26,2.9845574081632655,3.0405269387755087,70967.0,29676282.0,1217.0,540383.0
2021-03-27,3.0046649387755098,3.088563551020409,57862.0,29734144.0,755.0,541138.0
2021-03-28,3.0929421428571424,3.148700142857142,61637.0,29795781.0,400.0,541538.0
2021-03-29,3.215319897959184,3.2050424489795906,54732.0,29850513.0,648.0,542186.0
2021-03-30,3.290129551020408,3.2437463673469393,52911.0,29903424.0,731.0,542917.0
2021-03-31,3.297803265306123,3.2760245102040813,67424.0,29970848.0,1009.0,543926.0
2021-04-01,3.2884431836734698,3.309341224489795,170137.0,30140985.0,5198.0,549124.0
2021-04-02,3.377628591836736,3.448673714285714,67547.0,30208532.0,962.0,550086.0
2021-04-03,3.40757581632653,3.510035163265305,64762.0,30273294.0,745.0,550831.0
2021-04-04,3.4527082040816324,3.5297543469387755,35726.0,30309020.0,547.0,551378.0
2021-04-05,3.5697817551020403,3.5802320612244904,68636.0,30377656.0,309.0,551687.0
2021-04-06,3.6078264285714283,3.5800937755102042,71103.0,30448759.0,2674.0,554361.0
2021-04-07,3.6297069795918366,3.623600489795918,78065.0,30526824.0,998.0,555359.0
2021-04-08,3.633155562499999,3.669368916666667,75014.0,30601838.0,822.0,556181.0
2021-04-09,3.6525378723404245,3.7265490212765946,82309.0,30684147.0,836.0,557017.0
2021-04-10,3.7316247500000013,3.831629541666666,67174.0,30751321.0,674.0,557691.0
2021-04-11,3.7984812083333335,3.8627555,47542.0,30798863.0,396.0,558087.0
2021-04-12,3.8779080625000013,3.860847750000002,63201.0,30862064.0,594.0,558681.0
2021-04-13,3.8516575208333337,3.7930377291666666,77469.0,30939533.0,795.0,559476.0
2021-04-14,3.755191854166668,3.7277064375,76835.0,31016368.0,870.0,560346.0
2021-04-15,3.6367085306122444,3.6559020204081643,71661.0,31088029.0,938.0,561284.0
2021-04-16,3.59796293877551,3.6576611020408163,68181.0,31156210.0,917.0,562201.0
2021-04-17,3.5458075399999998,3.63822164,67664.0,31223874.0,701.0,562902.0
2021-04-18,3.610078459999999,3.669387040000001,44525.0,31268399.0,324.0,563226.0
2021-04-19,3.704908899999999,3.686587240000001,60424.0,31328823.0,538.0,563764.0
2021-04-20,3.7441712399999996,3.6864743599999987,58172.0,31386995.0,800.0,564564.0
2021-04-21,3.5670873265306127,3.528494163265307,64636.0,31451631.0,865.0,565429.0
2021-04-22,3.5369586122448977,3.5470317959183664,64156.0,31515787.0,878.0,566307.0
2021-04-23,3.4830403673469377,3.5341475714285706,63535.0,31579322.0,834.0,567141.0
2021-04-24,3.4214970612244904,3.5056622448979593,50586.0,31629908.0,631.0,567772.0
2021-04-25,3.49579818,3.5540677799999996,35722.0,31665630.0,325.0,568097.0
2021-04-26,3.5780392291666665,3.558595541666667,45720.0,31711350.0,597.0,568694.0
2021-04-27,3.603503040816326,3.551104632653061,46582.0,31757932.0,636.0,569330.0
2021-04-28,3.547554551020408,3.51910781632653,57796.0,31815728.0,939.0,570269.0
2021-04-29,3.457243530612246,3.4750287142857137,57211.0,31872939.0,805.0,571074.0
2021-04-30,3.368576000000002,3.4246293877551017,55152.0,31928091.0,682.0,571756.0
2021-05-01,3.263469714285714,3.3526192244897954,49162.0,31977253.0,837.0,572593.0
2021-05-02,3.22649098,3.25625922,29410.0,32006663.0,343.0,572936.0
2021-05-03,3.2130412,3.1782861999999996,45373.0,32052036.0,448.0,573384.0
2021-05-04,3.1971505000000002,3.1301244599999993,41245.0,32093281.0,769.0,574153.0
2021-05-05,3.1044635599999992,3.0604256800000003,45818.0,32139099.0,797.0,574950.0
2021-05-06,3.0046163399999988,3.0047136200000004,44396.0,32183495.0,716.0,575666.0
2021-05-07,2.92757768,2.96748918,46226.0,32229721.0,873.0,576539.0
2021-05-08,2.86037804,2.9324863,36697.0,32266418.0,682.0,577221.0
2021-05-09,2.8800530400000013,2.9328692800000002,21425.0,32287843.0,483.0,577704.0
2021-05-10,2.8561834693877555,2.8506645714285717,34203.0,32322046.0,346.0,578050.0
2021-05-11,2.8340824693877558,2.7970569183673457,32417.0,32354463.0,661.0,578711.0
2021-05-12,2.791553795918367,2.7731285918367345,37296.0,32391759.0,806.0,579517.0
2021-05-13,2.7183195918367353,2.7371203469387764,37592.0,32429351.0,732.0,580249.0
2021-05-14,2.6380928571428575,2.68914706122449,41121.0,32470472.0,758.0,581007.0
2021-05-15,2.558817795918368,2.6349564489795916,28190.0,32498662.0,427.0,581434.0
2021-05-16,2.5209050612244894,2.5800516938775506,16022.0,32514684.0,307.0,581741.0
2021-05-17,2.671786419999999,2.67132632,29476.0,32544160.0,439.0,582180.0
2021-05-18,2.671934819999999,2.6371105,25648.0,32569808.0,844.0,583024.0
2021-05-19,2.6043576800000006,2.581692,29193.0,32599001.0,630.0,583654.0
2021-05-20,2.5017303600000007,2.5087748,30574.0,32629575.0,697.0,584351.0
2021-05-21,2.40958202,2.4437104400000003,28360.0,32657935.0,713.0,585064.0
2021-05-22,2.3387827199999998,2.39536482,17434.0,32675369.0,437.0,585501.0
2021-05-23,2.34304294,2.38152378,12692.0,32688061.0,201.0,585702.0
2021-05-24,2.35062458,2.3449000399999997,25711.0,32713772.0,420.0,586122.0
2021-05-25,2.3550057,2.3226864999999988,22986.0,32736758.0,680.0,586802.0
2021-05-26,2.2913135,2.2712841800000003,24035.0,32760793.0,954.0,587756.0
2021-05-27,2.2120306,2.2179597799999997,23292.0,32784085.0,1206.0,588962.0
2021-05-28,2.0525105102040815,2.087680775510204,28397.0,32812482.0,471.0,589433.0
2021-05-29,2.0182140612244894,2.074075530612245,10582.0,32823064.0,301.0,589734.0
2021-05-30,2.0077875714285716,2.0484104081632655,8236.0,32831300.0,147.0,589881.0
2021-05-31,2.0263743265306116,2.025491632653061,4064.0,32835364.0,107.0,589988.0
2021-06-01,2.055241469387755,2.028660163265307,21635.0,32856999.0,667.0,590655.0
2021-06-02,2.124397632653061,2.123726387755102,16772.0,32873771.0,562.0,591217.0
2021-06-03,2.06262893877551,2.086885265306122,18708.0,32892479.0,591.0,591808.0
2021-06-04,1.9955254897959191,2.040745428571429,16236.0,32908715.0,563.0,592371.0
2021-06-05,1.909431510204082,1.969033367346939,12005.0,32920720.0,359.0,592730.0
2021-06-06,1.8667268571428568,1.9122155102040819,5140.0,32925860.0,193.0,592923.0
2021-06-07,1.86234493877551,1.8729475510204083,16838.0,32942698.0,396.0,593319.0
2021-06-08,1.6286098541666665,1.6157510208333334,14421.0,32957119.0,398.0,593717.0
2021-06-09,1.5425476458333336,1.5360608333333339,19411.0,32976530.0,410.0,594127.0
2021-06-10,1.4880037916666664,1.5005992916666668,11568.0,32988098.0,402.0,594529.0
2021-06-11,1.4248461041666667,1.4539963958333326,-13196.0,32974902.0,746.0,595275.0
2021-06-12,1.3525897142857144,1.3934958163265305,5572.0,32980474.0,237.0,595512.0
2021-06-13,1.3091290612244897,1.3390981836734692,3930.0,32984404.0,218.0,595730.0
2021-06-14,1.2953487142857145,1.2971473469387758,15926.0,33000330.0,234.0,595964.0
2021-06-15,1.2770797959183673,1.2607190204081635,10380.0,33010710.0,335.0,596299.0
2021-06-16,1.2453793673469389,1.2339836530612245,13279.0,33023989.0,357.0,596656.0
2021-06-17,1.2337347755102037,1.2380110816326533,9959.0,33033948.0,334.0,596990.0
2021-06-18,1.2120821428571429,1.2325660816326534,20305.0,33054253.0,650.0,597640.0
2021-06-19,1.1940012708333334,1.2278080208333335,5886.0,33060139.0,106.0,597746.0
2021-06-20,1.1891350625,1.2155828333333334,2412.0,33062551.0,33.0,597779.0
2021-06-21,1.2033098541666665,1.2057841458333332,16303.0,33078854.0,384.0,598163.0
2021-06-22,1.2248081458333335,1.2112815624999997,9845.0,33088699.0,317.0,598480.0
2021-06-23,1.2171723958333331,1.2075440833333329,14922.0,33103621.0,406.0,598886.0
2021-06-24,1.1925787346938777,1.1971646122448982,10985.0,33114606.0,345.0,599231.0
2021-06-25,1.1848611020408162,1.2020284693877552,24103.0,33138709.0,626.0,599857.0
2021-06-26,1.1600086170212764,1.188769893617021,5007.0,33143716.0,86.0,599943.0
2021-06-27,1.1829314565217388,1.20653,2064.0,33145780.0,39.0,599982.0
2021-06-28,1.204302782608696,1.2043138695652171,20637.0,33166417.0,292.0,600274.0
2021-06-29,1.2254989565217391,1.2087079782608696,11543.0,33177960.0,341.0,600615.0
2021-06-30,1.2262511956521736,1.2150020000000004,10710.0,33188670.0,219.0,600834.0
2021-07-01,1.2316322173913041,1.236125195652174,13351.0,33202021.0,269.0,601103.0
2021-07-02,1.377276043478261,1.406334586956522,30273.0,33232294.0,491.0,601594.0
2021-07-03,1.4159979347826088,1.4596202608695652,3253.0,33235547.0,65.0,601659.0
2021-07-04,1.4637973260869561,1.503895391304348,2807.0,33238354.0,26.0,601685.0
2021-07-05,1.5162436956521745,1.5368157826086957,4228.0,33242582.0,23.0,601708.0
2021-07-06,1.6169516304347828,1.617141304347826,27476.0,33270058.0,385.0,602093.0
2021-07-07,1.6823781086956524,1.6826974130434786,21268.0,33291326.0,346.0,602439.0
2021-07-08,1.7196050217391303,1.7346082826086957,18557.0,33309883.0,243.0,602682.0
2021-07-09,1.7240049565217392,1.7549782608695652,48423.0,33358306.0,549.0,603231.0
2021-07-10,1.699978369565218,1.7447568478260862,6280.0,33364586.0,42.0,603273.0
2021-07-11,1.6850351086956517,1.7238226086956525,3651.0,33368237.0,20.0,603293.0
2021-07-12,1.7504004347826085,1.7603064565217394,38455.0,33406692.0,328.0,603621.0
2021-07-13,1.8175790000000003,1.802560913043479,22162.0,33428854.0,340.0,603961.0
2021-07-14,1.8430106739130436,1.828536326086957,34495.0,33463349.0,327.0,604288.0
2021-07-15,1.86447447826087,1.869633347826086,27884.0,33491233.0,265.0,604553.0
2021-07-16,1.8794063043478255,1.9080864565217392,75944.0,33567177.0,504.0,605057.0
2021-07-17,1.8946661304347825,1.944358565217391,9797.0,33576974.0,61.0,605118.0
2021-07-18,1.9654033478260868,1.9971816304347827,6415.0,33583389.0,15.0,605133.0
2021-07-19,2.0946604782608698,2.0796622826086955,62068.0,33645457.0,254.0,605387.0
2021-07-20,2.2106846521739127,2.164638760869565,35520.0,33680977.0,264.0,605651.0
2021-07-21,2.254756956521739,2.226914717391304,51475.0,33732452.0,313.0,605964.0
2021-07-22,2.2941847234042565,2.3060509148936177,119193.0,33851645.0,572.0,606536.0
2021-07-23,2.5522703877551023,2.5988310204081637,55136.0,33906781.0,390.0,606926.0
2021-07-24,2.677951653061225,2.754629265306123,14899.0,33921680.0,61.0,606987.0
2021-07-25,2.8572650000000004,2.9162515102040825,6884.0,33928564.0,22.0,607009.0
2021-07-26,3.1336257755102035,3.129040469387755,99900.0,34028464.0,333.0,607342.0
2021-07-27,3.3307899999999995,3.287784081632653,63339.0,34091803.0,335.0,607677.0
2021-07-28,3.4936357551020403,3.464254346938776,76100.0,34167903.0,486.0,608163.0
2021-07-29,3.6612376938775504,3.674915265306121,67044.0,34234947.0,310.0,608473.0
2021-07-30,3.842436387755102,3.9012305510204066,191007.0,34425954.0,760.0,609233.0
2021-07-31,4.115692255319149,4.22101170212766,32048.0,34458002.0,101.0,609334.0
2021-08-01,4.166179999999999,4.257142891304348,11982.0,34469984.0,30.0,609364.0
2021-08-02,4.466176000000002,4.476902043478261,138943.0,34608927.0,597.0,609961.0
2021-08-03,4.701737413043477,4.65132802173913,99859.0,34708786.0,648.0,610609.0
2021-08-04,4.914709326086956,4.863827782608696,103810.0,34812596.0,521.0,611130.0
2021-08-05,5.130318239130436,5.111258652173913,94153.0,34906749.0,479.0,611609.0
